location,source,target
0x440788@mhfdat-jp.bin,デゾルトHSレギンス,Desordre FY Leggings
0x44078c@mhfdat-jp.bin,デゾルトＧレギンス,Desordre HS Leggings
0x440790@mhfdat-jp.bin,デゾルトGFレギンス,Desordre G Leggings
0x440794@mhfdat-jp.bin,デゾルトGXレギンス,Desordre GF Leggings
0x440798@mhfdat-jp.bin,カーマインフット黒,Desordre GX Leggings
0x44079c@mhfdat-jp.bin,カーマインＦフット黒,Carmine Feet Black
0x4407a0@mhfdat-jp.bin,カーマインFZフット黒,Carmine F Feet Black
0x4407a4@mhfdat-jp.bin,カーマインHSフット黒,Carmine FZ Feet Black
0x4407a8@mhfdat-jp.bin,カーマインGSフット黒,Carmine HS Feet Black
0x4407ac@mhfdat-jp.bin,カーマインGPフット黒,Carmine GS Feet Black
0x4407b0@mhfdat-jp.bin,カーマインブーツ黒,Carmine GP Feet Black
0x4407b4@mhfdat-jp.bin,カーマインＦブーツ黒,Carmine Boots Black
0x4407b8@mhfdat-jp.bin,カーマインFZブーツ黒,Carmine F Boots Black
0x4407bc@mhfdat-jp.bin,カーマインHSブーツ黒,Carmine FZ Boots Black
0x4407c0@mhfdat-jp.bin,カーマインGSブーツ黒,Carmine HS Boots Black
0x4407c4@mhfdat-jp.bin,カーマインGPブーツ黒,Carmine GS Boots Black
0x4407c8@mhfdat-jp.bin,カーマインフット青,Carmine GP Boots Black
0x4407cc@mhfdat-jp.bin,カーマインＦフット青,Carmine Feet Blue
0x4407d0@mhfdat-jp.bin,カーマインFZフット青,Carmine F Feet Blue
0x4407d4@mhfdat-jp.bin,カーマインHSフット青,Carmine FZ Feet Blue
0x4407d8@mhfdat-jp.bin,カーマインGSフット青,Carmine HS Feet Blue
0x4407dc@mhfdat-jp.bin,カーマインGPフット青,Carmine GS Feet Blue
0x4407e0@mhfdat-jp.bin,カーマインブーツ青,Carmine GP Feet Blue
0x4407e4@mhfdat-jp.bin,カーマインＦブーツ青,Carmine Boots Blue
0x4407e8@mhfdat-jp.bin,カーマインFZブーツ青,Carmine F Boots Blue
0x4407ec@mhfdat-jp.bin,カーマインHSブーツ青,Carmine FZ Boots Blue
0x4407f0@mhfdat-jp.bin,カーマインGSブーツ青,Carmine HS Boots Blue
0x4407f4@mhfdat-jp.bin,カーマインGPブーツ青,Carmine GS Boots Blue
0x4407f8@mhfdat-jp.bin,カーマインフット紫,Carmine GP Boots Blue
0x4407fc@mhfdat-jp.bin,カーマインＦフット紫,Carmine Feet Purple
0x440800@mhfdat-jp.bin,カーマインFZフット紫,Carmine F Feet Purple
0x440804@mhfdat-jp.bin,カーマインHSフット紫,Carmine FZ Feet Purple
0x440808@mhfdat-jp.bin,カーマインGSフット紫,Carmine HS Feet Purple
0x44080c@mhfdat-jp.bin,カーマインGPフット紫,Carmine GS Feet Purple
0x440810@mhfdat-jp.bin,カーマインブーツ紫,Carmine GP Feet Purple
0x440814@mhfdat-jp.bin,カーマインＦブーツ紫,Carmine Boots Purple
0x440818@mhfdat-jp.bin,カーマインFZブーツ紫,Carmine F Boots Purple
0x44081c@mhfdat-jp.bin,カーマインHSブーツ紫,Carmine FZ Boots Purple
0x440820@mhfdat-jp.bin,カーマインGSブーツ紫,Carmine HS Boots Purple
0x440824@mhfdat-jp.bin,カーマインGPブーツ紫,Carmine GS Boots Purple
0x440828@mhfdat-jp.bin,カーマインフット白,Carmine GP Boots Purple
0x44082c@mhfdat-jp.bin,カーマインＦフット白,Carmine Feet White
0x440830@mhfdat-jp.bin,カーマインFZフット白,Carmine F Feet White
0x440834@mhfdat-jp.bin,カーマインHSフット白,Carmine FZ Feet White
0x440838@mhfdat-jp.bin,カーマインGSフット白,Carmine HS Feet White
0x44083c@mhfdat-jp.bin,カーマインGPフット白,Carmine GS Feet White
0x440840@mhfdat-jp.bin,カーマインブーツ白,Carmine GP Feet White
0x440844@mhfdat-jp.bin,カーマインＦブーツ白,Carmine Boots White
0x440848@mhfdat-jp.bin,カーマインFZブーツ白,Carmine F Boots White
0x44084c@mhfdat-jp.bin,カーマインHSブーツ白,Carmine FZ Boots White
0x440850@mhfdat-jp.bin,カーマインGSブーツ白,Carmine HS Boots White
0x440854@mhfdat-jp.bin,カーマインGPブーツ白,Carmine GS Boots White
0x440858@mhfdat-jp.bin,リュウフット・赤,Carmine GP Boots White
0x44085c@mhfdat-jp.bin,リュウＦフット・赤,Ryu Feet・Red
0x440860@mhfdat-jp.bin,リュウFZフット・赤,Ryu F Feet・Red
0x440864@mhfdat-jp.bin,リュウHSフット・赤,Ryu FZ Feet・Red
0x440868@mhfdat-jp.bin,リュウGSフット・赤,Ryu HS Feet・Red
0x44086c@mhfdat-jp.bin,リュウGPフット・赤,Ryu GS Feet・Red
0x440870@mhfdat-jp.bin,リュウブーツ・赤,Ryu GP Feet・Red
0x440874@mhfdat-jp.bin,リュウＦブーツ・赤,Ryu Boots・Red
0x440878@mhfdat-jp.bin,リュウFZブーツ・赤,Ryu F Boots・Red
0x44087c@mhfdat-jp.bin,リュウHSブーツ・赤,Ryu FZ Boots・Red
0x440880@mhfdat-jp.bin,リュウGSブーツ・赤,Ryu HS Boots・Red
0x440884@mhfdat-jp.bin,リュウGPブーツ・赤,Ryu GS Boots・Red
0x440888@mhfdat-jp.bin,リュウフット・青,Ryu GP Boots・Red
0x44088c@mhfdat-jp.bin,リュウＦフット・青,Ryu Feet・Blue
0x440890@mhfdat-jp.bin,リュウFZフット・青,Ryu F Feet・Blue
0x440894@mhfdat-jp.bin,リュウHSフット・青,Ryu FZ Feet・Blue
0x440898@mhfdat-jp.bin,リュウGSフット・青,Ryu HS Feet・Blue
0x44089c@mhfdat-jp.bin,リュウGPフット・青,Ryu GS Feet・Blue
0x4408a0@mhfdat-jp.bin,リュウブーツ・青,Ryu GP Feet・Blue
0x4408a4@mhfdat-jp.bin,リュウＦブーツ・青,Ryu Boots・Blue
0x4408a8@mhfdat-jp.bin,リュウFZブーツ・青,Ryu F Boots・Blue
0x4408ac@mhfdat-jp.bin,リュウHSブーツ・青,Ryu FZ Boots・Blue
0x4408b0@mhfdat-jp.bin,リュウGSブーツ・青,Ryu HS Boots・Blue
0x4408b4@mhfdat-jp.bin,リュウGPブーツ・青,Ryu GS Boots・Blue
0x4408b8@mhfdat-jp.bin,リュウフット・橙,Ryu GP Boots・Blue
0x4408bc@mhfdat-jp.bin,リュウＦフット・橙,Ryu Feet・Orange
0x4408c0@mhfdat-jp.bin,リュウFZフット・橙,Ryu F Feet・Orange
0x4408c4@mhfdat-jp.bin,リュウHSフット・橙,Ryu FZ Feet・Orange
0x4408c8@mhfdat-jp.bin,リュウGSフット・橙,Ryu HS Feet・Orange
0x4408cc@mhfdat-jp.bin,リュウGPフット・橙,Ryu GS Feet・Orange
0x4408d0@mhfdat-jp.bin,リュウブーツ・橙,Ryu GP Feet・Orange
0x4408d4@mhfdat-jp.bin,リュウＦブーツ・橙,Ryu Boots・Orange
0x4408d8@mhfdat-jp.bin,リュウFZブーツ・橙,Ryu F Boots・Orange
0x4408dc@mhfdat-jp.bin,リュウHSブーツ・橙,Ryu FZ Boots・Orange
0x4408e0@mhfdat-jp.bin,リュウGSブーツ・橙,Ryu HS Boots・Orange
0x4408e4@mhfdat-jp.bin,リュウGPブーツ・橙,Ryu GS Boots・Orange
0x4408e8@mhfdat-jp.bin,リュウフット・黄,Ryu GP Boots・Orange
0x4408ec@mhfdat-jp.bin,リュウＦフット・黄,Ryu Feet・Yellow
0x4408f0@mhfdat-jp.bin,リュウFZフット・黄,Ryu F Feet・Yellow
0x4408f4@mhfdat-jp.bin,リュウHSフット・黄,Ryu FZ Feet・Yellow
0x4408f8@mhfdat-jp.bin,リュウGSフット・黄,Ryu HS Feet・Yellow
0x4408fc@mhfdat-jp.bin,リュウGPフット・黄,Ryu GS Feet・Yellow
0x440900@mhfdat-jp.bin,リュウブーツ・黄,Ryu GP Feet・Yellow
0x440904@mhfdat-jp.bin,リュウＦブーツ・黄,Ryu Boots・Yellow
0x440908@mhfdat-jp.bin,リュウFZブーツ・黄,Ryu F Boots・Yellow
0x44090c@mhfdat-jp.bin,リュウHSブーツ・黄,Ryu FZ Boots・Yellow
0x440910@mhfdat-jp.bin,リュウGSブーツ・黄,Ryu HS Boots・Yellow
0x440914@mhfdat-jp.bin,リュウGPブーツ・黄,Ryu GS Boots・Yellow
0x440918@mhfdat-jp.bin,キャリッジフット,Ryu GP Boots・Yellow
0x44091c@mhfdat-jp.bin,キャリッジＦフット,Carriage Feet
0x440920@mhfdat-jp.bin,キャリッジFZフット,Carriage F Feet
0x440924@mhfdat-jp.bin,キャリッジHSフット,Carriage FZ Feet
0x440928@mhfdat-jp.bin,キャリッジGSフット,Carriage HS Feet
0x44092c@mhfdat-jp.bin,キャリッジGPフット,Carriage GS Feet
0x440930@mhfdat-jp.bin,マーブルフット,Carriage GP Feet
0x440934@mhfdat-jp.bin,マーブルＦフット,Marble Feet
0x440938@mhfdat-jp.bin,マーブルFZフット,Marble F Feet
0x44093c@mhfdat-jp.bin,マーブルHSフット,Marble FZ Feet
0x440940@mhfdat-jp.bin,マーブルGSフット,Marble HS Feet
0x440944@mhfdat-jp.bin,マーブルGPフット,Marble GS Feet
0x440948@mhfdat-jp.bin,シャンディフット,Marble GP Feet
0x44094c@mhfdat-jp.bin,シャンディＦフット,Shandy Feet
0x440950@mhfdat-jp.bin,シャンディFZフット,Shandy F Feet
0x440954@mhfdat-jp.bin,シャンディHSフット,Shandy FZ Feet
0x440958@mhfdat-jp.bin,シャンディGSフット,Shandy HS Feet
0x44095c@mhfdat-jp.bin,シャンディGPフット,Shandy GS Feet
0x440960@mhfdat-jp.bin,シャンディブーツ,Shandy GP Feet
0x440964@mhfdat-jp.bin,シャンディＦブーツ,Shandy Boots
0x440968@mhfdat-jp.bin,シャンディFZブーツ,Shandy F Boots
0x44096c@mhfdat-jp.bin,シャンディHSブーツ,Shandy FZ Boots
0x440970@mhfdat-jp.bin,シャンディGSブーツ,Shandy HS Boots
0x440974@mhfdat-jp.bin,シャンディGPブーツ,Shandy GS Boots
0x440978@mhfdat-jp.bin,バンケットフット,Shandy GP Boots
0x44097c@mhfdat-jp.bin,バンケットＦフット,Banquet Feet
0x440980@mhfdat-jp.bin,バンケットFZフット,Banquet F Feet
0x440984@mhfdat-jp.bin,バンケットHSフット,Banquet FZ Feet
0x440988@mhfdat-jp.bin,バンケットGSフット,Banquet HS Feet
0x44098c@mhfdat-jp.bin,バンケットGPフット,Banquet GS Feet
0x440990@mhfdat-jp.bin,ヴェランフット,Banquet GP Feet
0x440994@mhfdat-jp.bin,ヴェランＦフット,ヴェラン Feet
0x440998@mhfdat-jp.bin,ヴェランFZフット,ヴェランF Feet
0x44099c@mhfdat-jp.bin,ヴェランHSフット,ヴェランFZ Feet
0x4409a0@mhfdat-jp.bin,ヴェランGSフット,ヴェランHS Feet
0x4409a4@mhfdat-jp.bin,ヴェランGPフット,ヴェランGS Feet
0x4409a8@mhfdat-jp.bin,ランデグフット,ヴェランGP Feet
0x4409ac@mhfdat-jp.bin,ランデグＦフット,ランデグ Feet
0x4409b0@mhfdat-jp.bin,ランデグFZフット,ランデグF Feet
0x4409b4@mhfdat-jp.bin,ランデグHSフット,ランデグFZ Feet
0x4409b8@mhfdat-jp.bin,ランデグGSフット,ランデグHS Feet
0x4409bc@mhfdat-jp.bin,ランデグGPフット,ランデグGS Feet
0x4409c0@mhfdat-jp.bin,ランデグブーツ,ランデグGP Feet
0x4409c4@mhfdat-jp.bin,ランデグＦブーツ,ランデグ Boots
0x4409c8@mhfdat-jp.bin,ランデグFZブーツ,ランデグF Boots
0x4409cc@mhfdat-jp.bin,ランデグHSブーツ,ランデグFZ Boots
0x4409d0@mhfdat-jp.bin,ランデグGSブーツ,ランデグHS Boots
0x4409d4@mhfdat-jp.bin,ランデグGPブーツ,ランデグGS Boots
0x4409d8@mhfdat-jp.bin,エンドレフット,ランデグGP Boots
0x4409dc@mhfdat-jp.bin,エンドレＦフット,Endre Feet
0x4409e0@mhfdat-jp.bin,エンドレFZフット,Endre F Feet
0x4409e4@mhfdat-jp.bin,エンドレHSフット,Endre FZ Feet
0x4409e8@mhfdat-jp.bin,エンドレGSフット,Endre HS Feet
0x4409ec@mhfdat-jp.bin,エンドレGPフット,Endre GS Feet
0x4409f0@mhfdat-jp.bin,エンドレブーツ,Endre GP Feet
0x4409f4@mhfdat-jp.bin,エンドレＦブーツ,Endre Boots
0x4409f8@mhfdat-jp.bin,エンドレFZブーツ,Endre F Boots
0x4409fc@mhfdat-jp.bin,エンドレHSブーツ,Endre FZ Boots
0x440a00@mhfdat-jp.bin,エンドレGSブーツ,Endre HS Boots
0x440a04@mhfdat-jp.bin,エンドレGPブーツ,Endre GS Boots
0x440a08@mhfdat-jp.bin,サジタリオフット赤,Endre GP Boots
0x440a0c@mhfdat-jp.bin,サジタリオＦフット赤,Sagittario Feet Red
0x440a10@mhfdat-jp.bin,サジタリオFZフット赤,Sagittario F Feet Red
0x440a14@mhfdat-jp.bin,サジタリオHSフット赤,Sagittario FZ Feet Red
0x440a18@mhfdat-jp.bin,サジタリオGSフット赤,Sagittario HS Feet Red
0x440a1c@mhfdat-jp.bin,サジタリオGPフット赤,Sagittario GS Feet Red
0x440a20@mhfdat-jp.bin,サジタリオブーツ赤,Sagittario GP Feet Red
0x440a24@mhfdat-jp.bin,サジタリオＦブーツ赤,Sagittario Boots Red
0x440a28@mhfdat-jp.bin,サジタリオFZブーツ赤,Sagittario F Boots Red
0x440a2c@mhfdat-jp.bin,サジタリオHSブーツ赤,Sagittario FZ Boots Red
0x440a30@mhfdat-jp.bin,サジタリオGSブーツ赤,Sagittario HS Boots Red
0x440a34@mhfdat-jp.bin,サジタリオGPブーツ赤,Sagittario GS Boots Red
0x440a38@mhfdat-jp.bin,サジタリオフット青,Sagittario GP Boots Red
0x440a3c@mhfdat-jp.bin,サジタリオＦフット青,Sagittario Feet Blue
0x440a40@mhfdat-jp.bin,サジタリオFZフット青,Sagittario F Feet Blue
0x440a44@mhfdat-jp.bin,サジタリオHSフット青,Sagittario FZ Feet Blue
0x440a48@mhfdat-jp.bin,サジタリオGSフット青,Sagittario HS Feet Blue
0x440a4c@mhfdat-jp.bin,サジタリオGPフット青,Sagittario GS Feet Blue
0x440a50@mhfdat-jp.bin,サジタリオブーツ青,Sagittario GP Feet Blue
0x440a54@mhfdat-jp.bin,サジタリオＦブーツ青,Sagittario Boots Blue
0x440a58@mhfdat-jp.bin,サジタリオFZブーツ青,Sagittario F Boots Blue
0x440a5c@mhfdat-jp.bin,サジタリオHSブーツ青,Sagittario FZ Boots Blue
0x440a60@mhfdat-jp.bin,サジタリオGSブーツ青,Sagittario HS Boots Blue
0x440a64@mhfdat-jp.bin,サジタリオGPブーツ青,Sagittario GS Boots Blue
0x440a68@mhfdat-jp.bin,サジタリオフット紫,Sagittario GP Boots Blue
0x440a6c@mhfdat-jp.bin,サジタリオＦフット紫,Sagittario Feet Purple
0x440a70@mhfdat-jp.bin,サジタリオFZフット紫,Sagittario F Feet Purple
0x440a74@mhfdat-jp.bin,サジタリオHSフット紫,Sagittario FZ Feet Purple
0x440a78@mhfdat-jp.bin,サジタリオGSフット紫,Sagittario HS Feet Purple
0x440a7c@mhfdat-jp.bin,サジタリオGPフット紫,Sagittario GS Feet Purple
0x440a80@mhfdat-jp.bin,サジタリオブーツ紫,Sagittario GP Feet Purple
0x440a84@mhfdat-jp.bin,サジタリオＦブーツ紫,Sagittario Boots Purple
0x440a88@mhfdat-jp.bin,サジタリオFZブーツ紫,Sagittario F Boots Purple
0x440a8c@mhfdat-jp.bin,サジタリオHSブーツ紫,Sagittario FZ Boots Purple
0x440a90@mhfdat-jp.bin,サジタリオGSブーツ紫,Sagittario HS Boots Purple
0x440a94@mhfdat-jp.bin,サジタリオGPブーツ紫,Sagittario GS Boots Purple
0x440a98@mhfdat-jp.bin,サジタリオフット緑,Sagittario GP Boots Purple
0x440a9c@mhfdat-jp.bin,サジタリオＦフット緑,Sagittario Feet Green
0x440aa0@mhfdat-jp.bin,サジタリオFZフット緑,Sagittario F Feet Green
0x440aa4@mhfdat-jp.bin,サジタリオHSフット緑,Sagittario FZ Feet Green
0x440aa8@mhfdat-jp.bin,サジタリオGSフット緑,Sagittario HS Feet Green
0x440aac@mhfdat-jp.bin,サジタリオGPフット緑,Sagittario GS Feet Green
0x440ab0@mhfdat-jp.bin,サジタリオブーツ緑,Sagittario GP Feet Green
0x440ab4@mhfdat-jp.bin,サジタリオＦブーツ緑,Sagittario Boots Green
0x440ab8@mhfdat-jp.bin,サジタリオFZブーツ緑,Sagittario F Boots Green
0x440abc@mhfdat-jp.bin,サジタリオHSブーツ緑,Sagittario FZ Boots Green
0x440ac0@mhfdat-jp.bin,サジタリオGSブーツ緑,Sagittario HS Boots Green
0x440ac4@mhfdat-jp.bin,サジタリオGPブーツ緑,Sagittario GS Boots Green
0x440ac8@mhfdat-jp.bin,ニーナフット・赤,Sagittario GP Boots Green
0x440acc@mhfdat-jp.bin,ニーナＦフット・赤,Nina Feet・Red
0x440ad0@mhfdat-jp.bin,ニーナFZフット・赤,Nina F Feet・Red
0x440ad4@mhfdat-jp.bin,ニーナHSフット・赤,Nina FZ Feet・Red
0x440ad8@mhfdat-jp.bin,ニーナGSフット・赤,Nina HS Feet・Red
0x440adc@mhfdat-jp.bin,ニーナGPフット・赤,Nina GS Feet・Red
0x440ae0@mhfdat-jp.bin,ニーナブーツ・赤,Nina GP Feet・Red
0x440ae4@mhfdat-jp.bin,ニーナＦブーツ・赤,Nina Boots・Red
0x440ae8@mhfdat-jp.bin,ニーナFZブーツ・赤,Nina F Boots・Red
0x440aec@mhfdat-jp.bin,ニーナHSブーツ・赤,Nina FZ Boots・Red
0x440af0@mhfdat-jp.bin,ニーナGSブーツ・赤,Nina HS Boots・Red
0x440af4@mhfdat-jp.bin,ニーナGPブーツ・赤,Nina GS Boots・Red
0x440af8@mhfdat-jp.bin,ニーナフット・緑,Nina GP Boots・Red
0x440afc@mhfdat-jp.bin,ニーナＦフット・緑,Nina Feet・Green
0x440b00@mhfdat-jp.bin,ニーナFZフット・緑,Nina F Feet・Green
0x440b04@mhfdat-jp.bin,ニーナHSフット・緑,Nina FZ Feet・Green
0x440b08@mhfdat-jp.bin,ニーナGSフット・緑,Nina HS Feet・Green
0x440b0c@mhfdat-jp.bin,ニーナGPフット・緑,Nina GS Feet・Green
0x440b10@mhfdat-jp.bin,ニーナブーツ・緑,Nina GP Feet・Green
0x440b14@mhfdat-jp.bin,ニーナＦブーツ・緑,Nina Boots・Green
0x440b18@mhfdat-jp.bin,ニーナFZブーツ・緑,Nina F Boots・Green
0x440b1c@mhfdat-jp.bin,ニーナHSブーツ・緑,Nina FZ Boots・Green
0x440b20@mhfdat-jp.bin,ニーナGSブーツ・緑,Nina HS Boots・Green
0x440b24@mhfdat-jp.bin,ニーナGPブーツ・緑,Nina GS Boots・Green
0x440b28@mhfdat-jp.bin,ニーナフット・桃,Nina GP Boots・Green
0x440b2c@mhfdat-jp.bin,ニーナＦフット・桃,Nina Feet・Peach
0x440b30@mhfdat-jp.bin,ニーナFZフット・桃,Nina F Feet・Peach
0x440b34@mhfdat-jp.bin,ニーナHSフット・桃,Nina FZ Feet・Peach
0x440b38@mhfdat-jp.bin,ニーナGSフット・桃,Nina HS Feet・Peach
0x440b3c@mhfdat-jp.bin,ニーナGPフット・桃,Nina GS Feet・Peach
0x440b40@mhfdat-jp.bin,ニーナブーツ・桃,Nina GP Feet・Peach
0x440b44@mhfdat-jp.bin,ニーナＦブーツ・桃,Nina Boots・Peach
0x440b48@mhfdat-jp.bin,ニーナFZブーツ・桃,Nina F Boots・Peach
0x440b4c@mhfdat-jp.bin,ニーナHSブーツ・桃,Nina FZ Boots・Peach
0x440b50@mhfdat-jp.bin,ニーナGSブーツ・桃,Nina HS Boots・Peach
0x440b54@mhfdat-jp.bin,ニーナGPブーツ・桃,Nina GS Boots・Peach
0x440b58@mhfdat-jp.bin,ニーナフット・青,Nina GP Boots・Peach
0x440b5c@mhfdat-jp.bin,ニーナＦフット・青,Nina Feet・Blue
0x440b60@mhfdat-jp.bin,ニーナFZフット・青,Nina F Feet・Blue
0x440b64@mhfdat-jp.bin,ニーナHSフット・青,Nina FZ Feet・Blue
0x440b68@mhfdat-jp.bin,ニーナGSフット・青,Nina HS Feet・Blue
0x440b6c@mhfdat-jp.bin,ニーナGPフット・青,Nina GS Feet・Blue
0x440b70@mhfdat-jp.bin,ニーナブーツ・青,Nina GP Feet・Blue
0x440b74@mhfdat-jp.bin,ニーナＦブーツ・青,Nina Boots・Blue
0x440b78@mhfdat-jp.bin,ニーナFZブーツ・青,Nina F Boots・Blue
0x440b7c@mhfdat-jp.bin,ニーナHSブーツ・青,Nina FZ Boots・Blue
0x440b80@mhfdat-jp.bin,ニーナGSブーツ・青,Nina HS Boots・Blue
0x440b84@mhfdat-jp.bin,ニーナGPブーツ・青,Nina GS Boots・Blue
0x440b88@mhfdat-jp.bin,ハーゼフット,Nina GP Boots・Blue
0x440b8c@mhfdat-jp.bin,ハーゼＦフット,Harze Feet
0x440b90@mhfdat-jp.bin,ハーゼFZフット,Harze F Feet
0x440b94@mhfdat-jp.bin,ハーゼHSフット,Harze FZ Feet
0x440b98@mhfdat-jp.bin,ハーゼGSフット,Harze HS Feet
0x440b9c@mhfdat-jp.bin,ハーゼGPフット,Harze GS Feet
0x440ba0@mhfdat-jp.bin,ハーゼブーツ,Harze GP Feet
0x440ba4@mhfdat-jp.bin,ハーゼＦブーツ,Harze Boots
0x440ba8@mhfdat-jp.bin,ハーゼFZブーツ,Harze F Boots
0x440bac@mhfdat-jp.bin,ハーゼHSブーツ,Harze FZ Boots
0x440bb0@mhfdat-jp.bin,ハーゼGSブーツ,Harze HS Boots
0x440bb4@mhfdat-jp.bin,ハーゼGPブーツ,Harze GS Boots
0x440bb8@mhfdat-jp.bin,クアルＧグリーヴ,Harze GP Boots
0x440bbc@mhfdat-jp.bin,クアルGFグリーヴ,Kuaru G Greaves
0x440bc0@mhfdat-jp.bin,クアルGXグリーヴ,Kuaru GF Greaves
0x440bc4@mhfdat-jp.bin,クアルＧレギンス,Kuaru GX Greaves
0x440bc8@mhfdat-jp.bin,クアルGFレギンス,Kuaru G Leggings
0x440bcc@mhfdat-jp.bin,クアルGXレギンス,Kuaru GF Leggings
0x440bd0@mhfdat-jp.bin,エンプレスＧグリーヴ,Kuaru GX Leggings
0x440bd4@mhfdat-jp.bin,エンプレスGFグリーヴ,Empress G Greaves
0x440bd8@mhfdat-jp.bin,エンプレスGXグリーヴ,Empress GF Greaves
0x440bdc@mhfdat-jp.bin,エンプレスＧレギンス,Empress GX Greaves
0x440be0@mhfdat-jp.bin,エンプレスGFレギンス,Empress G Leggings
0x440be4@mhfdat-jp.bin,エンプレスGXレギンス,Empress GF Leggings
0x440be8@mhfdat-jp.bin,創音奏Ｇ【具足】,Empress GX Leggings
0x440bec@mhfdat-jp.bin,創音奏GF【具足】,Genesis G [Greaves 】
0x440bf0@mhfdat-jp.bin,創音奏GX【具足】,Genesis GF [Greaves 】
0x440bf4@mhfdat-jp.bin,音紡奏Ｇ【具足】,Genesis GX [Greaves 】
0x440bf8@mhfdat-jp.bin,音紡奏GF【具足】,Motion G [Greaves 】
0x440bfc@mhfdat-jp.bin,音紡奏GX【具足】,Motion GF [Greaves 】
0x440c00@mhfdat-jp.bin,ポボルムグリーヴ,Motion GX [Greaves 】
0x440c04@mhfdat-jp.bin,ポボルムＦグリーヴ,Pobo Greaves
0x440c08@mhfdat-jp.bin,ポボルムFXグリーヴ,Pobo F Greaves
0x440c0c@mhfdat-jp.bin,ポボルムＧグリーヴ,Pobo FX Greaves
0x440c10@mhfdat-jp.bin,ポボルムGFグリーヴ,Pobo G Greaves
0x440c14@mhfdat-jp.bin,ポボルムレギンス,Pobo GF Greaves
0x440c18@mhfdat-jp.bin,ポボルムＦレギンス,Pobo Leggings
0x440c1c@mhfdat-jp.bin,ポボルムFXレギンス,Pobo F Leggings
0x440c20@mhfdat-jp.bin,ポボルムＧレギンス,Pobo FX Leggings
0x440c24@mhfdat-jp.bin,ポボルムGFレギンス,Pobo G Leggings
0x440c28@mhfdat-jp.bin,リオソウルＧグリーヴ,Pobo GF Leggings
0x440c2c@mhfdat-jp.bin,リオソウルGFグリーヴ,Rath Soul G Greaves
0x440c30@mhfdat-jp.bin,リオソウルGXグリーヴ,Rath Soul GF Greaves
0x440c34@mhfdat-jp.bin,リオソウルＧレギンス,Rath Soul GX Greaves
0x440c38@mhfdat-jp.bin,リオソウルGFレギンス,Rath Soul G Leggings
0x440c3c@mhfdat-jp.bin,リオソウルGXレギンス,Rath Soul GF Leggings
0x440c40@mhfdat-jp.bin,リオハートＧグリーヴ,Rath Soul GX Leggings
0x440c44@mhfdat-jp.bin,リオハートGFグリーヴ,Rath Heart G Greaves
0x440c48@mhfdat-jp.bin,リオハートGXグリーヴ,Rath Heart GF Greaves
0x440c4c@mhfdat-jp.bin,リオハートＧレギンス,Rath Heart GX Greaves
0x440c50@mhfdat-jp.bin,リオハートGFレギンス,Rath Heart G Leggings
0x440c54@mhfdat-jp.bin,リオハートGXレギンス,Rath Heart GF Leggings
0x440c58@mhfdat-jp.bin,シャテムブーツ,Rath Heart GX Leggings
0x440c5c@mhfdat-jp.bin,シャテムＦブーツ,Shatemu Boots
0x440c60@mhfdat-jp.bin,シャテムFZブーツ,Shatemu F Boots
0x440c64@mhfdat-jp.bin,シャテムHSブーツ,Shatemu FZ Boots
0x440c68@mhfdat-jp.bin,シャテムGSブーツ,Shatemu HS Boots
0x440c6c@mhfdat-jp.bin,シャテムGPブーツ,Shatemu GS Boots
0x440c70@mhfdat-jp.bin,シャテムレギンス,Shatemu GP Boots
0x440c74@mhfdat-jp.bin,シャテムＦレギンス,Shatemu Leggings
0x440c78@mhfdat-jp.bin,シャテムFZレギンス,Shatemu F Leggings
0x440c7c@mhfdat-jp.bin,シャテムHSレギンス,Shatemu FZ Leggings
0x440c80@mhfdat-jp.bin,シャテムGSレギンス,Shatemu HS Leggings
0x440c84@mhfdat-jp.bin,シャテムGPレギンス,Shatemu GS Leggings
0x440c88@mhfdat-jp.bin,ヘヴリアブーツ,Shatemu GP Leggings
0x440c8c@mhfdat-jp.bin,ヘヴリアＦブーツ,Hevria Boots
0x440c90@mhfdat-jp.bin,ヘヴリアFZブーツ,Hevria F Boots
0x440c94@mhfdat-jp.bin,ヘヴリアHSブーツ,Hevria FZ Boots
0x440c98@mhfdat-jp.bin,ヘヴリアGSブーツ,Hevria HS Boots
0x440c9c@mhfdat-jp.bin,ヘヴリアGPブーツ,Hevria GS Boots
0x440ca0@mhfdat-jp.bin,ヘヴリアレギンス,Hevria GP Boots
0x440ca4@mhfdat-jp.bin,ヘヴリアＦレギンス,Hevria Leggings
0x440ca8@mhfdat-jp.bin,ヘヴリアFZレギンス,Hevria F Leggings
0x440cac@mhfdat-jp.bin,ヘヴリアHSレギンス,Hevria FZ Leggings
0x440cb0@mhfdat-jp.bin,ヘヴリアGSレギンス,Hevria HS Leggings
0x440cb4@mhfdat-jp.bin,ヘヴリアGPレギンス,Hevria GS Leggings
0x440cb8@mhfdat-jp.bin,ティルルブーツ,Hevria GP Leggings
0x440cbc@mhfdat-jp.bin,ティルルＦブーツ,Tiuru Boots
0x440cc0@mhfdat-jp.bin,ティルルFZブーツ,Tiuru F Boots
0x440cc4@mhfdat-jp.bin,ティルルHSブーツ,Tiuru FZ Boots
0x440cc8@mhfdat-jp.bin,ティルルGSブーツ,Tiuru HS Boots
0x440ccc@mhfdat-jp.bin,ティルルGPブーツ,Tiuru GS Boots
